,Acquired Immunodeficiency Syndrome,Glioma,"Carcinoma, Non-Small-Cell Lung",Urinary Bladder Neoplasms,Lymphoma,Stomach Neoplasms,Thyroid Neoplasms,Uterine Cervical Neoplasms,"Cardiomyopathy, Dilated",Alzheimer Disease,Colonic Neoplasms,"Myositis, Inclusion Body",Ovarian Neoplasms,Prostatic Neoplasms,Huntington Disease,Lung Neoplasms,Breast Neoplasms,Neoplasms,Melanoma,Schizophrenia,"Carcinoma, Hepatocellular",Neuroblastoma,Colorectal Neoplasms,Eosinophilic Esophagitis,Osteosarcoma,"Thyroid Cancer, Papillary",Retinoblastoma,"Carcinoma, Squamous Cell",Glioblastoma,Astrocytoma,Esophageal Neoplasms,Tongue Neoplasms,Aging,Seizures,Mental Disorders,Depression,Testicular Neoplasms,Endometrial Neoplasms,"Carcinoma, Renal Cell",Carcinoma,Wilms Tumor,"Diabetes Mellitus, Type 2",Gallbladder Neoplasms,"Leukemia, Myeloid, Acute",Adenocarcinoma of Lung,Pancreatic Neoplasms,"Intracranial Hemorrhage, Hypertensive",Stroke,"Stroke, Lacunar",Peripheral Arterial Disease,"Glaucoma, Open-Angle",Intracranial Aneurysm,Leukemia,Cardiovascular Diseases,Carotid Stenosis,Glaucoma,Atherosclerosis,"Carcinoma, Basal Cell",Endometriosis,Coronary Artery Disease,Aortic Aneurysm,"Neurofibroma, Plexiform",Myocardial Infarction,"Aortic Aneurysm, Abdominal",Periodontitis,Neurofibromatosis 1,Diabetes Mellitus,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Frailty,Neurofibromatoses,Primary Myelofibrosis,Hypertension,Heart Failure,Medulloblastoma,"Leukemia, Lymphocytic, Chronic, B-Cell","Osteoporosis, Postmenopausal",Bone Diseases,Bipolar Disorder,Panic Disorder,DiGeorge Syndrome,Autism Spectrum Disorder,"Depressive Disorder, Major",Psychotic Disorders,Mood Disorders,"Leukemia, Lymphoid",Kidney Neoplasms,"Lymphoma, B-Cell","Leukemia, T-Cell",Multiple Myeloma,"Lupus Erythematosus, Systemic","Lymphoma, Mantle-Cell",Osteoarthritis,Liver Cirrhosis,Head and Neck Neoplasms,"Carcinoma, Ovarian Epithelial",Hematopoiesis,Hydatidiform Mole,Marek Disease,Neural Tube Defects,Pheochromocytoma,Congenital Hyperinsulinism,Pre-Eclampsia,Prader-Willi Syndrome,Hyperprolactinemia,Silver-Russell Syndrome,Adenocarcinoma,"Neoplasms, Germ Cell and Embryonal",Meningioma,Liver Neoplasms,Gestational Trophoblastic Disease,Choriocarcinoma,Pituitary Neoplasms,Adrenocortical Carcinoma,Trophoblastic Neoplasms,Infertility,Beckwith-Wiedemann Syndrome,"Arthritis, Rheumatoid","Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Polycythemia Vera,Hyperhomocysteinemia,Obesity,Fibrosis,Rhabdomyosarcoma,Insulinoma,"Infarction, Middle Cerebral Artery","Carcinoma, Embryonal",Parkinson Disease,"Heart Defects, Congenital",Pneumoconiosis,"Colitis, Ulcerative",Diabetic Cardiomyopathies,"Aortic Aneurysm, Thoracic",Ependymoma,Sarcoma,Heart Diseases,Hepatitis C,Squamous Cell Carcinoma of Head and Neck,Gastrointestinal Stromal Tumors,Asthenozoospermia,Cerebrovascular Disorders,Multiple Sclerosis,Sjogren's Syndrome,"Thyroiditis, Autoimmune","Diabetes Mellitus, Type 1",Narcolepsy,Fibroma,Fibrosarcoma,Uterine Neoplasms,"Sarcoma, Endometrial Stromal","Carcinoma, Endometrioid",Hyperglycemia,HIV,"Vitreoretinopathy, Proliferative",Congenital Microtia,Retinal Degeneration,Amyotrophic Lateral Sclerosis,Familial Primary Pulmonary Hypertension,Hemangioma,Heroin Dependence,Myelodysplastic Syndromes,Metabolic Syndrome,"Purpura, Thrombocytopenic",Liver Diseases,Substance-Related Disorders,Diabetic Retinopathy,Myopia,"Leukemia, Myeloid",Syndrome,Psoriasis,Diabetic Nephropathies,Plasmacytoma,Hodgkin Disease,Burkitt Lymphoma,Cleft Lip,Cardiomegaly,"Leukemia, Promyelocytic, Acute",Asthma,Spinocerebellar Ataxias,Cardiomyopathies,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,"Anemia, Aplastic",Dyskeratosis Congenita,"Multiple Sclerosis, Relapsing-Remitting",Hepatoblastoma,"Renal Insufficiency, Chronic",Prostatic Hyperplasia,Lithiasis,"Epilepsy, Temporal Lobe",Neurodegenerative Diseases,Klinefelter Syndrome
"Leukemia, Lymphoid",0.055321607,0.138455867,0.039729488,0.04735944,0.67597771,0.04979841,0.059445142,0.04081172,0,0,0.039213321,0,0.048418095,0.049789852,0,0.051437496,0.083443068,0.239276759,0.159886472,0,0.109006412,0.111777122,0.038347943,0.092181372,0.136108159,0.096752975,0.101888629,0.143567456,0.111777122,0.122416245,0.055053902,0.049791376,0,0,0,0,0.050487295,0.044187514,0.096799824,0.19772901,0.1368808,0,0.04979841,0.312522997,0.109362078,0.056712595,0,0,0,0,0,0,0.529263726,0,0,0,0,0.143567456,0,0,0,0.119240223,0,0,0,0.09716061,0,0.872197181,0,0.11431169,0.060727892,0,0,0.11266804,0.782037799,0,0,0,0,0.097865454,0,0,0,0,1,0.04735944,0.504245965,0.872197181,0.390279563,0.088462434,0.504245965,0,0,0.100571237,0.103014171,0,0.130197461,0.376887697,0,0.114978586,0,0,0,0,0,0.157242644,0.266293452,0.147202063,0.064478663,0.150442777,0.128562854,0.048626421,0.099551368,0.18016163,0,0,0.071861844,0.306825271,0.098755149,0,0,0,0.125317305,0.1069822,0,0.19772901,0,0,0,0,0,0,0.122416245,0.19772901,0,0,0.131415536,0.125543626,0,0,0.055536028,0.045505892,0.085434842,0.079581721,0,0.13272511,0.136108159,0.048814736,0.141893724,0.083747422,0,0,0,0,0,0,0,0.19772901,0,0.076338964,0,0.127604813,0,0,0,0,0.392990484,0,0,0,0.494898481,0.574560805,0.360740192,0,0,0.263796017,0.046478823,0,0,0.782037799,0.069554207,0,0.048498424,0.19772901,0,0,0,0,0,0
Kidney Neoplasms,0,0.040845862,0.074834189,0.603260341,0.066457233,0.102945407,0.129525101,0.240196585,0,0,0.073850066,0,0.267714175,0.267888363,0,0.106369837,0.191332282,0.225460399,0.04969838,0,0.093327045,0.030050089,0.075315817,0,0.04014663,0.088225377,0.079368116,0.042370659,0.030050089,0.034356721,0.119871432,0.102931327,0,0,0,0,0.245944089,0.260265616,0.733350588,0.061604366,0.679441376,0,0.102945407,0.046454496,0.081174552,0.123515549,0,0,0,0,0,0,0.087281464,0,0,0,0,0.042370659,0.164185089,0,0,0.033456003,0,0,0,0.039306322,0,0.039205409,0,0.052226887,0,0,0,0.031593734,0.033446649,0,0,0,0,0,0,0,0,0,0.04735944,1,0.041604703,0.039205409,0.03653336,0,0.041604703,0,0,0.231104668,0.210716096,0,0.077209,0,0,0.030920913,0,0.06274071,0,0,0,0.046454496,0.087281464,0.093192163,0.140606912,0.094539834,0.080667674,0.105765495,0.073825975,0.119959855,0.227921896,0,0,0.038103372,0.100884826,0,0,0,0.035180462,0.079387294,0,0.061604366,0,0,0,0,0,0,0.034356721,0.061604366,0,0,0.133149897,0.037000817,0.061631765,0,0,0,0,0,0,0.037284375,0.04014663,0.302161104,0.156510433,0.185729517,0,0,0,0,0,0,0,0.061604366,0,0,0,0,0,0,0,0,0.061604366,0,0,0.416583382,0.051343609,0.05178629,0.027378335,0,0,0.037284877,0,0,0,0.033446649,0,0,0,0.061604366,0.402805431,0.077495827,0,0,0,0.116458308
"Lymphoma, B-Cell",0.043488916,0.12338482,0.032200582,0.041604703,0.77110409,0.044056903,0.055231052,0.034122496,0,0,0.031719401,0,0.043847107,0.044048103,0,0.045724645,0.082503864,0.274846953,0.148881334,0,0.092438661,0.091459257,0.031798969,0.068587668,0.120980026,0.07970398,0.087276861,0.128666339,0.091459257,0.104252601,0.050627634,0.044049918,0,0,0,0,0.045939128,0.037369203,0.079794086,0.190545648,0.126220586,0,0.044056903,0.143093229,0.091589954,0.052355223,0,0,0,0,0,0,0.271876062,0,0,0,0,0.128666339,0,0,0,0.101132324,0,0,0,0.081804708,0,0.406288033,0,0.101181312,0.045042359,0,0,0.094755902,0.336049713,0,0,0,0,0.067974578,0,0,0,0,0.504245965,0.041604703,1,0.406288033,0.312541023,0.078682001,0.686607525,0,0,0.102679625,0.088347118,0,0.113255228,0.291809787,0,0.094518388,0,0,0,0,0,0.143093229,0.271876062,0.135537765,0.06062617,0.137189871,0.114686993,0.04405683,0.082345921,0.171911696,0,0,0.062056462,0.149935102,0.078974982,0,0,0,0.1071262,0.089324879,0,0.190545648,0,0,0,0,0,0,0.104252601,0.190545648,0,0,0.11615127,0.110307035,0,0,0.040560454,0.034993801,0.075575944,0.069665909,0,0.114560562,0.120980026,0.043063786,0.130041706,0.067924708,0,0,0,0,0,0,0,0.190545648,0,0.063040985,0,0.108577382,0,0,0,0,0.190545648,0,0,0,0.418897427,0.605547531,0.640316029,0,0,0.114561971,0.033088209,0,0,0.336049713,0.056522869,0,0.032048692,0.190545648,0,0,0,0,0,0
"Leukemia, T-Cell",0.048039002,0.115469732,0.030156432,0.039205409,0.600040712,0.041375502,0.051966605,0.032143521,0,0,0.029733865,0,0.041764579,0.041367673,0,0.042843099,0.077177521,0.248352782,0.139932253,0,0.08736977,0.085259257,0.030073609,0.077787412,0.113361432,0.075586014,0.083242015,0.120082876,0.085259257,0.097336893,0.047871258,0.041369409,0,0,0,0,0.043658223,0.035008539,0.075680077,0.176127542,0.120471093,0,0.041375502,0.263455933,0.086209912,0.049412833,0,0,0,0,0,0,0.497614866,0,0,0,0,0.120082876,0,0,0,0.094611622,0,0,0,0.077967533,0,0.725126321,0,0.096549722,0.051191279,0,0,0.089008524,0.620497364,0,0,0,0,0.07973571,0,0,0,0,0.872197181,0.039205409,0.406288033,1,0.333430031,0.082039386,0.406288033,0,0,0.094557288,0.08421521,0,0.105737294,0.324682406,0,0.087911747,0,0,0,0,0,0.132555069,0.250369662,0.128081208,0.056715058,0.128380456,0.108465807,0.041954803,0.077971628,0.161417235,0,0,0.065632792,0.254556233,0.081931352,0,0,0,0.099837573,0.084199833,0,0.176127542,0,0,0,0,0,0,0.097336893,0.176127542,0,0,0.109082881,0.103938306,0,0,0.046446001,0.039062018,0.079009582,0.073200075,0,0.106263919,0.113361432,0.040498435,0.123162465,0.064921156,0,0,0,0,0,0,0,0.176127542,0,0.067994052,0,0.115642665,0,0,0,0,0.35005712,0,0,0,0.434183753,0.48596122,0.273504578,0,0,0.211204455,0.038360173,0,0,0.620497364,0.061444321,0,0.038634296,0.176127542,0,0,0,0,0,0
Multiple Myeloma,0.043386128,0.104323651,0.03000441,0.03653336,0.435126422,0.037968012,0.045616328,0.03144302,0.051237682,0,0.029708609,0,0.038829953,0.03796285,0,0.038913822,0.06278609,0.162335777,0.122242497,0,0.084979598,0.083142619,0.029959922,0.107183093,0.102986229,0.076339058,0.082117489,0.107200613,0.083142619,0.091523925,0.042985314,0.03796411,0,0,0,0,0.04014961,0.033409482,0.076407716,0.143195695,0.11062509,0,0.037968012,0.114645558,0.084026386,0.043989598,0.109202841,0.132114407,0.102463318,0.125896568,0,0.122856141,0.190680877,0.16280124,0.122856141,0,0.115254793,0.107200613,0,0.101034252,0.134434275,0.089736914,0.137795714,0.110422048,0,0.07809629,0,0.333430031,0,0.092299444,0.089377172,0.191618615,0.073032409,0.085963193,0.294384528,0,0,0,0,0.053823661,0,0,0,0,0.390279563,0.03653336,0.312541023,0.333430031,1,0.066012382,0.312541023,0,0,0.072014582,0.082847706,0,0.097327991,0.233509049,0,0.084901724,0,0,0,0,0,0.114645558,0.190680877,0.114686707,0.048522759,0.11333187,0.100453101,0.038963825,0.07811187,0.137278052,0,0,0.05630621,0.176227245,0.114610396,0,0,0,0.093136995,0.082612909,0.081343856,0.143195695,0,0.0637081,0,0,0.047994334,0.110422048,0.091523925,0.143195695,0.104160951,0,0.100198241,0.096820928,0,0.167190132,0.041481178,0.037108462,0.064311716,0.060937935,0,0.097167589,0.102986229,0.0373935,0.111438599,0.068037615,0,0,0,0,0,0,0,0.143195695,0,0.117663757,0,0.135303895,0,0,0.119470954,0,0.143195695,0,0,0,0.499199985,0.362051461,0.233382958,0,0.063716536,0.097168559,0.036211174,0,0.073032409,0.294384528,0.109898333,0,0.036051642,0.143195695,0,0,0,0,0,0
"Lupus Erythematosus, Systemic",0.082071451,0,0,0,0.091706792,0,0,0,0,0,0,0,0,0,0,0,0.10023364,0,0,0,0,0,0,0.074535124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082039386,0,0,0,0,0,0,0.077420745,0,0,0,0,0,0,0,0,0,0.088462434,0,0.078682001,0.082039386,0.066012382,1,0.078682001,0,0,0,0,0,0,0.07077848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478049701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23377267,0.318022375,0.322564984,0.296793997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115040879,0,0,0,0,0,0,0.119333742,0,0.097110695,0.084067322,0.056944786,0,0,0,0.07282991,0,0,0.077420745,0,0.083337346,0.213924244,0,0,0,0,0,0,0
"Lymphoma, Mantle-Cell",0.043488916,0.12338482,0.032200582,0.041604703,0.77110409,0.044056903,0.055231052,0.034122496,0,0,0.031719401,0,0.043847107,0.044048103,0,0.045724645,0.082503864,0.274846953,0.148881334,0,0.092438661,0.091459257,0.031798969,0.068587668,0.120980026,0.07970398,0.087276861,0.128666339,0.091459257,0.104252601,0.050627634,0.044049918,0,0,0,0,0.045939128,0.037369203,0.079794086,0.190545648,0.126220586,0,0.044056903,0.143093229,0.091589954,0.052355223,0,0,0,0,0,0,0.271876062,0,0,0,0,0.128666339,0,0,0,0.101132324,0,0,0,0.081804708,0,0.406288033,0,0.101181312,0.045042359,0,0,0.094755902,0.336049713,0,0,0,0,0.067974578,0,0,0,0,0.504245965,0.041604703,0.686607525,0.406288033,0.312541023,0.078682001,1,0,0,0.102679625,0.088347118,0,0.113255228,0.291809787,0,0.094518388,0,0,0,0,0,0.143093229,0.271876062,0.135537765,0.06062617,0.137189871,0.114686993,0.04405683,0.082345921,0.171911696,0,0,0.062056462,0.149935102,0.078974982,0,0,0,0.1071262,0.089324879,0,0.190545648,0,0,0,0,0,0,0.104252601,0.190545648,0,0,0.11615127,0.110307035,0,0,0.040560454,0.034993801,0.075575944,0.069665909,0,0.114560562,0.120980026,0.043063786,0.130041706,0.067924708,0,0,0,0,0,0,0,0.190545648,0,0.063040985,0,0.108577382,0,0,0,0,0.190545648,0,0,0,0.418897427,0.605547531,0.439645804,0,0,0.114561971,0.033088209,0,0,0.336049713,0.056522869,0,0.032048692,0.190545648,0,0,0,0,0,0
Osteoarthritis,0,0,0,0,0,0,0,0,0,0,0,0.110924239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092416778,0.215854925,0,0,0.056747821,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.076953824,0,0,0,0,0,0,0,0,0,0,0,0.527628893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34313218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver Cirrhosis,0,0,0,0,0,0.111240816,0,0,0,0,0.088492352,0,0,0,0,0,0,0,0,0,0.254872099,0,0.08249774,0.072195826,0,0,0,0,0,0,0.09661776,0,0,0,0,0,0,0,0,0,0,0,0.111240816,0,0,0.123332223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.109767812,0,0,0,0,0,0,0,0.384480008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088460309,0,0,0,0,0,0.092834158,0,0,0,0,0,0.242827042,0,0.104019936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725312576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head and Neck Neoplasms,0,0.100067094,0.216679431,0.231104668,0.128694243,0.247530037,0.552830944,0.20835148,0,0,0.212763486,0,0.212142885,0.247474634,0,0.258911674,0.382288715,0.458881481,0.107330598,0,0.216967805,0.089195706,0.191636359,0,0.097693201,0.400614791,0.176049319,0.105341794,0.089195706,0.09358767,0.498504576,0.491868559,0,0,0,0,0.223882018,0.232464836,0.179911232,0.145633841,0.189737734,0,0.247530037,0.120286341,0.21175567,0.260975051,0,0,0,0,0,0,0.190021027,0,0,0,0,0.105341794,0,0,0,0.090164234,0,0,0,0.078944498,0,0.094557288,0,0.094037406,0,0,0,0.083312241,0.090129063,0,0,0,0,0,0,0,0,0,0.100571237,0.231104668,0.102679625,0.094557288,0.072014582,0,0.102679625,0,0,1,0.17851683,0,0.104659759,0,0,0.092913584,0,0,0,0,0,0.120286341,0.190021027,0.217243669,0.311365834,0.11689426,0.094303037,0.213312069,0.186666878,0.134297805,0,0,0,0.09094708,0.240807547,0,0,0,0.096778192,0.205528813,0,0.145633841,0,0,0,0,0,0,0.09358767,0.145633841,0,0,0.573975618,0.087414781,0,0,0,0,0,0,0,0.105236062,0.097693201,0.240831135,0.091402755,0.14942867,0,0,0,0,0,0,0,0.145633841,0,0,0,0,0,0,0,0,0.145633841,0,0,0,0.112224404,0.113567066,0.068843592,0,0,0.105236073,0,0,0,0.090129063,0,0,0,0.145633841,0,0,0,0,0,0
"Carcinoma, Ovarian Epithelial",0,0.173016015,0.060340445,0.210716096,0.143735282,0.083638979,0.275451308,0.287530256,0,0,0.059697954,0,0.80501559,0.15093352,0,0.085886231,0.153818551,0.166643062,0.107156683,0,0.277055348,0.125983921,0.062389234,0,0.085848708,0.355291346,0.175856762,0.318658766,0.125983921,0.144629441,0.099248363,0.083630105,0,0,0,0,0.355136728,0.306916046,0.342792599,0.452024718,0.215202558,0.073410101,0.083638979,0.096421234,0.27719544,0.26492699,0,0,0,0,0,0,0.1785253,0,0,0,0,0.318658766,0.205959266,0,0,0.071234876,0,0,0,0.062938821,0.099030199,0.08421521,0,0.078305707,0,0,0,0.135174432,0.071218861,0,0,0,0,0.032472109,0,0,0,0,0.103014171,0.210716096,0.088347118,0.08421521,0.082847706,0,0.088347118,0,0,0.17851683,1,0,0.10069651,0,0,0.064842682,0,0.041921279,0,0.056647622,0,0.342732345,0.1785253,0.139302782,0.113050974,0.124086963,0.268345742,0.232754466,0.354775871,0.158923516,0.183083709,0,0,0.082285553,0.082273715,0,0,0,0.074158497,0.274581338,0,0.127168567,0,0,0,0,0.052427315,0,0.144629441,0.127168567,0,0,0.324771468,0.080333019,0,0,0,0,0.053848728,0.06572023,0,0.077646178,0.085848708,0.37791265,0.23861478,0.672292157,0,0,0,0,0,0,0,0.127168567,0,0,0,0,0,0,0.040382199,0,0.127168567,0,0,0.117170314,0.110027433,0.110792482,0.060445667,0,0,0.077647344,0,0,0,0.071218861,0,0,0,0.127168567,0.059344209,0,0,0,0,0.151239692
Hematopoiesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydatidiform Mole,0,0.188824685,0.032688171,0.077209,0.188258594,0.044694514,0.056005665,0.061851576,0,0,0.032192444,0,0.072806104,0.044685474,0,0.046411829,0.083777206,0.281462139,0.210230358,0,0.081460691,0.135482314,0.032205543,0,0.108669662,0.069246508,0.132968814,0.115684425,0.135482314,0.156869927,0.051277653,0.044687308,0,0,0,0,0.04647362,0.067823917,0.093391494,0.176784664,0.13862868,0,0.044694514,0.128887148,0.079757725,0.053050727,0,0,0,0,0,0,0.258995465,0,0,0,0,0.115684425,0.063958292,0,0,0.088194517,0,0,0,0.072392465,0,0.105737294,0,0.092218951,0,0,0,0.142373674,0.088165932,0,0,0,0,0,0,0,0,0,0.130197461,0.077209,0.113255228,0.105737294,0.097327991,0,0.113255228,0,0,0.104659759,0.10069651,0,1,0,0,0.150069314,0,0.167363343,0,0,0,0.128887148,0.503897471,0.125085695,0.061560946,0.844064349,0.491875314,0.044548147,0.07160702,0.759391776,0.053718683,0,0,0.102330556,0.043669136,0,0,0,0.093508009,0.07775721,0,0.341019913,0,0,0,0,0,0,0.156869927,0.176784664,0,0,0.104217951,0.098951066,0,0,0,0,0,0,0,0.100110992,0.108669662,0.079956479,0.137195834,0.079355661,0,0,0,0,0,0,0,0.176784664,0,0,0,0,0,0,0,0,0.176784664,0,0,0.035801567,0.142828517,0.144251056,0.070143465,0,0,0.10011255,0,0,0,0.088165932,0,0,0,0.176784664,0.033741979,0,0,0,0,0.024035951
Marek Disease,0.119056677,0,0,0,0.386599767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07774269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324682406,0,0,0.047711257,0,0,0,0.288618743,0,0,0,0,0.083755932,0,0,0,0,0.376887697,0,0.291809787,0.324682406,0.233509049,0.07077848,0.291809787,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059737351,0.040790572,0.040791385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079688509,0,0,0,0,0.044467211,0.039019011,0.068827002,0.064977028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596613,0,0.108026956,0,0,0,0,0,0,0,0,0.267314488,0.330207248,0.525362901,0,0,0,0.038465907,0,0,0.288618743,0.055435171,0,0.038686076,0,0,0,0,0,0,0
Neural Tube Defects,0,0,0,0,0,0,0,0,0,0.090246279,0,0.099370252,0,0,0.109695234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143006464,0,0,0,0,0,0,0.054584382,0,0,0,0,0,0.084762495,0.092478709,0.076161569,0,0,0.073357602,0,0,0.073357602,0,0,0,0,0,0,0.079673513,0,0,0,0.118292093,0,0,0,0.141191258,0,0,0,0,0,0,0,0,0,0.11323204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.080410275,0,0.204984469,0.079803307,0.162611978,0,0,0.074130666,0,0,0,0.056498106,0,0,0,0.214684933,0,0,0,0.049762814,0,0,0,0,0.062368079,0,0.115002396,0.215006538,0,0,0,0,0,0,0,0,0,0,0,0.104002281,0.107917023,0,0,0,0.089678424,0,0,0,0,0,0,0,0,0.290301311,0,0.079391234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163720538,0,0,0,0.112221558,0,0,0,0.176815164,0.094725149,0,0,0,0,0.081465148,0.230466996,0.116196063
Pheochromocytoma,0,0.333087131,0.019611202,0.030920913,0.175409172,0.032867472,0.045143291,0.02288672,0,0,0.01929638,0,0.035359712,0.032860141,0,0.034200208,0.073331441,0.282554643,0.502137303,0,0.064634579,0.217643728,0.021235066,0,0.090484345,0.052966083,0.230742555,0.096666669,0.217643728,0.264027303,0.041155426,0.032862228,0,0,0,0,0.037137924,0.025218654,0.053123525,0.158904287,0.105257462,0,0.032867472,0.108422306,0.061489019,0.04264657,0,0,0,0,0,0,0.246017447,0,0,0,0,0.096666669,0,0,0,0.135860942,0,0,0,0.094402825,0,0.087911747,0,0.124834016,0,0,0,0.238349198,0.068333597,0,0,0,0,0,0,0,0,0,0.114978586,0.030920913,0.094518388,0.087911747,0.084901724,0,0.094518388,0,0,0.092913584,0.064842682,0,0.150069314,0,0,1,0,0,0,0,0,0.108422306,0.488964748,0.219128883,0.049872531,0.198532959,0.164026407,0.035537582,0.05492142,0.268388972,0,0,0,0.084934947,0.032074698,0,0,0,0.072723272,0.059868518,0,0.315825548,0,0,0,0,0,0,0.264027303,0.158904287,0,0,0.086493508,0.081990331,0,0,0,0,0,0,0,0.078188796,0.090484345,0.032077488,0.105522481,0.044845431,0,0,0,0,0,0,0,0.158904287,0,0,0,0,0,0,0,0,0.158904287,0,0,0,0.126735222,0.128065085,0.053746795,0,0,0.078190655,0,0,0,0.068333597,0,0,0,0.158904287,0,0,0,0,0,0
Congenital Hyperinsulinism,0,0,0,0,0,0.072366379,0,0,0,0,0.05682722,0,0,0,0.049964565,0,0,0,0,0,0.066296865,0,0.056318615,0.051319221,0,0,0,0,0,0,0.06587993,0,0,0,0,0,0,0,0,0,0.055254223,0.202531876,0.072366379,0,0,0.216995031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048589852,0.259617637,0,0,0.055499775,0,0,0,0,0,0.102112846,0,0,0,0.045871031,0,0,0,0,0,0,0,0,0,0,0,0,0.109767812,0,0,0,0,0,0.080410275,0,1,0,0.082841313,0,0.060478159,0,0,0,0.093163578,0,0,0,0,0,0,0.074192058,0,0,0,0.153037198,0.042179405,0,0,0.154284775,0,0,0,0.074270595,0,0.060951239,0,0,0,0,0,0.060984097,0,0.069238615,0,0,0,0,0,0.179378351,0,0,0,0,0,0,0.281620942,0,0,0.093914433,0,0.079275502,0,0,0,0,0.369316835,0,0.150452739,0,0,0,0,0,0,0,0,0,0,0.06063091,0,0,0,0.050071589,0,0,0,0.064422551,0,0,0,0,0,0,0,0.047189051
Pre-Eclampsia,0,0,0,0.06274071,0,0,0,0.054157013,0,0,0,0,0.04978967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060137112,0.047023864,0,0.040638222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108065327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06274071,0,0,0,0,0,0,0,0,0.041921279,0,0.167363343,0,0,0,0,1,0,0,0,0,0,0,0,0.187317558,0.152487435,0,0,0.215845812,0.088218282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065270995,0.040154832,0.03929316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064291635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069163532,0,0,0,0,0.047038567
