,Acquired Immunodeficiency Syndrome,Neoplasms,Cardiomegaly,Stomach Neoplasms,Multiple Sclerosis,Glioma,"Cardiomyopathy, Dilated",Hepacivirus,Spinocerebellar Ataxias,Alzheimer Disease,"Myositis, Inclusion Body",Ovarian Neoplasms,Melanoma,"Carcinoma, Non-Small-Cell Lung",Urinary Bladder Neoplasms,Esophageal Squamous Cell Carcinoma,"Thyroid Cancer, Papillary",Osteosarcoma,Retinoblastoma,"Carcinoma, Hepatocellular",Colorectal Neoplasms,Lung Neoplasms,Breast Neoplasms,Aging,Uterine Cervical Neoplasms,Esophageal Neoplasms,Parotid Neoplasms,Tongue Neoplasms,Depression,Huntington Disease,Mental Disorders,Schizophrenia,Testicular Neoplasms,Endometrial Neoplasms,"Carcinoma, Renal Cell",Prostatic Neoplasms,Adenocarcinoma of Lung,"Leukemia, Myeloid, Acute",Gallbladder Neoplasms,Colonic Neoplasms,Small Cell Lung Carcinoma,Pancreatic Neoplasms,Hematologic Neoplasms,Atherosclerosis,Periodontitis,"Aortic Aneurysm, Abdominal",Precursor Cell Lymphoblastic Leukemia-Lymphoma,Aortic Aneurysm,"Carcinoma, Basal Cell",Cardiovascular Diseases,Coronary Artery Disease,Coronary Disease,Diabetes Mellitus,Endometriosis,Intracranial Aneurysm,Frailty,Glaucoma,Leukemia,Myocardial Infarction,Nasopharyngeal Carcinoma,Neurofibromatoses,Peripheral Arterial Disease,"Neurofibroma, Plexiform",Stroke,"Diabetes Mellitus, Type 2",Thyroid Neoplasms,Hypertension,Primary Myelofibrosis,"Leukemia, Lymphocytic, Chronic, B-Cell",Medulloblastoma,Bone Diseases,"Osteoporosis, Postmenopausal",Bipolar Disorder,Panic Disorder,DiGeorge Syndrome,Mood Disorders,Autism Spectrum Disorder,"Leukemia, Lymphoid",Lymphoma,"Carcinoma, Embryonal",Autoimmune Diseases,Kidney Neoplasms,Head and Neck Neoplasms,Liver Cirrhosis,Osteoarthritis,"Lymphoma, Mantle-Cell",Adrenocortical Carcinoma,Beckwith-Wiedemann Syndrome,Hydatidiform Mole,Choriocarcinoma,Congenital Hyperinsulinism,"Neoplasms, Germ Cell and Embryonal",Gestational Trophoblastic Disease,Glioblastoma,Hyperhomocysteinemia,Infertility,Liver Neoplasms,Marek Disease,Meningioma,Neural Tube Defects,Neuroblastoma,Obesity,Pheochromocytoma,Pituitary Neoplasms,Prader-Willi Syndrome,Pre-Eclampsia,Silver-Russell Syndrome,Trophoblastic Neoplasms,Wilms Tumor,Diabetic Cardiomyopathies,"Colitis, Ulcerative",Pneumoconiosis,"Heart Defects, Congenital",Parkinson Disease,Adenocarcinoma,Gastrointestinal Neoplasms,"Arthritis, Rheumatoid",Gastrointestinal Stromal Tumors,Asthenozoospermia,Squamous Cell Carcinoma of Head and Neck,"Diabetes Mellitus, Type 1",Uterine Neoplasms,Multiple Myeloma,Hemangioma,"Carcinoma, Ovarian Epithelial",Pulmonary Arterial Hypertension,Amyotrophic Lateral Sclerosis,"Vitreoretinopathy, Proliferative",Congenital Microtia,HIV,Diabetic Retinopathy,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Substance-Related Disorders,Myelodysplastic Syndromes,"Purpura, Thrombocytopenic",Metabolic Syndrome,Myopia,"Leukemia, Myeloid",Down Syndrome,Psoriasis,Burkitt Lymphoma,Cleft Lip,Diabetic Nephropathies,Hodgkin Disease,Plasmacytoma,Asthma,"Leukemia, Promyelocytic, Acute","Lymphoma, B-Cell",Rhabdomyosarcoma,"Anemia, Aplastic",Dyskeratosis Congenita,"Renal Insufficiency, Chronic",Hepatoblastoma,"Carcinoma, Squamous Cell",Urinary Bladder,Klinefelter Syndrome,"Glomerulonephritis, Membranous"
Meningioma,0,0.226298016,0,0.097817775,0.051457089,0.245901645,0,0,0.029918036,0.044819172,0.041984234,0.101127951,0.260475303,0.070845897,0.093192163,0.132970258,0.136705741,0.131009594,0.221619341,0.150767734,0.071833048,0.100918111,0.181661737,0,0.076288032,0.114533161,0.0771862,0.097805141,0,0.032804993,0,0,0.105319182,0.082361216,0.126938001,0.097800896,0.14283657,0.150477118,0.097817775,0.069957667,0.070845897,0.117866357,0.187726374,0,0,0,0.128081208,0,0.137906354,0,0,0,0,0,0.029558931,0,0,0.254100715,0,0.137910279,0.243958552,0,0.311892768,0.039781555,0,0.123345354,0,0,0.114647366,0.204545906,0,0,0,0,0,0,0,0.147202063,0.196177921,0.189018479,0,0.093192163,0.217243669,0,0,0.135537765,0.130432067,0,0.125085695,0.124352144,0,0.254100715,0.144708839,0.205428232,0,0,0.133388993,0,1,0.074130666,0.205428232,0,0.219128883,0.214112764,0.028239963,0,0,0.173599471,0.162656666,0,0,0,0,0.062796755,0.150477118,0.133388993,0,0.121193095,0,0.194407368,0,0.095954437,0.114686707,0.375678124,0.139302782,0,0.040459509,0,0,0,0,0.12464152,0,0,0,0,0,0.189018479,0.032632769,0,0.094676,0,0,0.160314745,0.159006935,0,0.127098172,0.135537765,0.120288103,0,0,0,0.189018479,0.137906354,0,0,0
Neural Tube Defects,0,0,0,0,0.107917023,0,0,0,0.112221558,0.090246279,0.099370252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109695234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073357602,0,0,0,0,0,0.141191258,0,0.079673513,0.092478709,0,0,0,0,0,0,0,0,0,0,0.11323204,0,0,0,0,0,0,0,0,0,0,0,0,0.214684933,0,0,0.080410275,0,0,0,0.049762814,0,0,0,0.074130666,1,0,0,0,0.056498106,0.204984469,0,0.162611978,0,0.054584382,0,0,0,0.215006538,0.115002396,0,0,0,0,0,0,0,0,0,0,0,0,0.079391234,0,0.290301311,0,0,0,0,0,0,0,0,0,0.244822295,0,0,0.163720538,0,0,0,0,0,0,0,0,0.176815164,0,0,0,0,0.116196063,0
Neuroblastoma,0,0.26835571,0,0.031885422,0,0.517810975,0,0,0,0,0,0.034553596,0.304096983,0.018996465,0.030050089,0.101263619,0.09127795,0.087677143,0.362227381,0.117603657,0.020675042,0.033138327,0.070995541,0,0.022237649,0.040067714,0.022557495,0.031880523,0,0,0,0,0.036249767,0.024432996,0.102949568,0.031878485,0.11869604,0.104417307,0.031885422,0.018700805,0.018996465,0.041479725,0.073972685,0,0,0,0.085259257,0,0.185773191,0,0,0,0,0,0,0,0,0.236173215,0,0.141806099,0.115668957,0,0.122188584,0,0,0.043838048,0,0,0.066156775,0.511762624,0,0,0,0,0,0,0,0.111777122,0.170345561,0.292631297,0,0.030050089,0.089195706,0,0,0.091459257,0.106344172,0,0.135482314,0.206020423,0,0.4576512,0.182942659,0.313075329,0,0,0.04828439,0,0.205428232,0,1,0,0.217643728,0.034723435,0,0,0,0.251559255,0.102963979,0,0,0,0,0,0.207531551,0.04828439,0,0.07967828,0,0.145209903,0,0.031141373,0.083142619,0.152855607,0.125983921,0,0,0,0,0,0,0.082456576,0,0,0,0,0,0.152855607,0,0,0.052390144,0,0,0.124106046,0.122857018,0,0.075354577,0.091459257,0.070263334,0,0,0,0.152855607,0.185773191,0,0,0
Obesity,0,0,0.050782683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06982794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067345137,0,0,0.082814098,0,0,0,0,0,0,0,0,0.05543569,0,0,0,0,0,0,0.055348348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042179405,0,0,0,0.102539868,0,0,0,0,0,0,1,0,0,0.351192421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048559782,0,0,0,0,0,0.042058466,0,0,0,0,0,0,0,0.078828965,0.082575063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheochromocytoma,0,0.282554643,0,0.032867472,0,0.333087131,0,0,0,0,0,0.035359712,0.502137303,0.019611202,0.030920913,0.055443501,0.052966083,0.090484345,0.230742555,0.064634579,0.021235066,0.034200208,0.073331441,0,0.02288672,0.041155426,0.023225632,0.032862228,0,0,0,0,0.037137924,0.025218654,0.053123525,0.032860141,0.061489019,0.108422306,0.032867472,0.01929638,0.019611202,0.04264657,0.076512032,0,0,0,0.087911747,0,0.096666669,0,0,0,0,0,0,0,0,0.246017447,0,0.07319681,0.124834016,0,0.135860942,0,0,0.045143291,0,0,0.068333597,0.238349198,0,0,0,0,0,0,0,0.114978586,0.175409172,0.315825548,0,0.030920913,0.092913584,0,0,0.094518388,0.05492142,0,0.150069314,0.164026407,0,0.488964748,0.198532959,0.217643728,0,0,0.049872531,0,0.219128883,0,0.217643728,0,1,0.035537582,0,0,0,0.268388972,0.105257462,0,0,0,0,0,0.108422306,0.049872531,0,0.081990331,0,0.086493508,0,0.032077488,0.084901724,0.158904287,0.064842682,0,0,0,0,0,0,0.084934947,0,0,0,0,0,0.158904287,0,0,0.053746795,0,0,0.128065085,0.126735222,0,0.078190655,0.094518388,0.072723272,0,0,0,0.158904287,0.096666669,0,0,0
Pituitary Neoplasms,0,0.184505932,0,0.110323318,0.037873543,0.043396704,0,0,0.102203123,0.140052116,0.029161815,0.289140473,0.050620076,0.087441476,0.105765495,0.090948734,0.252411858,0.042784524,0.088533951,0.101644466,0.086386635,0.113346181,0.183189905,0,0.091064176,0.123969761,0.091998885,0.110310652,0,0.106077058,0,0,0.299781305,0.09733058,0.082927595,0.11030708,0.091984467,0.048173875,0.110323318,0.086494124,0.087441476,0.331076755,0.188438431,0,0,0,0.041954803,0,0.044718414,0,0,0,0.118050594,0,0.105512041,0,0,0.08056172,0,0.083512225,0.09254291,0,0.086847667,0.147836632,0.092031787,0.344481305,0,0,0.037334059,0.035619633,0,0,0,0,0.044839832,0,0,0.048626421,0.064559564,0.060293754,0,0.105765495,0.213312069,0,0,0.04405683,0.22120082,0,0.044548147,0.046683875,0,0.08056172,0.053276843,0.034723435,0,0,0.141567481,0,0.214112764,0.056498106,0.034723435,0,0.035537582,1,0.020612204,0,0,0.066260051,0.099034193,0.069178951,0,0,0,0.143024076,0.048173875,0.141567481,0,0.039983833,0,0.135347106,0.082203749,0.108494015,0.038963825,0.060293754,0.232754466,0,0.081852776,0,0,0,0.055967108,0.040974263,0,0,0,0,0,0.060293754,0.023437346,0,0.031588286,0,0.066265547,0.05237306,0.052003444,0,0.040779006,0.04405683,0.038907531,0,0,0,0.060293754,0.044718414,0,0.059690802,0
Prader-Willi Syndrome,0,0,0,0,0.042131829,0,0,0,0.149215157,0.03757555,0.034034066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123103014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044218007,0,0.024595249,0,0,0,0,0,0.146954195,0,0.025924432,0.032572091,0.034458109,0,0,0,0,0,0,0.034414095,0,0,0.29482632,0,0,0,0,0,0,0,0,0,0,0,0,0.485764761,0,0,0.082841313,0,0,0,0.157094835,0,0,0,0.028239963,0.204984469,0,0.351192421,0,0.020612204,1,0,0.404354081,0,0.103485672,0,0,0,0.135106847,0.052392822,0,0,0,0,0,0,0.030936077,0,0,0,0,0,0.061902663,0,0.179493227,0,0,0,0,0,0,0.057591028,0,0,0.684477217,0,0,0.105457193,0,0,0,0,0,0,0,0,0.193035693,0,0,0,0,0.208129227,0
Pre-Eclampsia,0,0,0,0,0,0,0,0,0,0,0,0.04978967,0,0,0.06274071,0,0,0,0,0,0,0,0,0,0.054157013,0,0,0,0,0,0,0,0,0.060137112,0.047023864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108065327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06274071,0,0,0,0,0,0,0.167363343,0.152487435,0,0,0.187317558,0,0,0.088218282,0,0,0,0,0,0,0,0,0,1,0,0.215845812,0.040638222,0,0,0,0,0,0,0,0,0,0,0,0,0.065270995,0,0,0.041921279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064291635,0,0,0,0,0,0,0,0,0.069163532,0,0,0,0.047038567,0.051269342
Silver-Russell Syndrome,0,0,0,0,0,0,0,0,0.096644865,0,0.06231964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101543194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112690512,0,0,0,0,0,0,0,0,0,0.126604034,0.049759509,0,0,0.495662112,0,0,0,0,0,0,0,0,0,0.076953824,0,0,0.540497086,0,0,0.060478159,0,0,0,0.099636068,0,0,0,0,0.162611978,0,0,0,0,0.404354081,0,1,0,0.112196423,0,0,0,0.150345904,0,0,0,0.064026106,0,0,0,0,0,0,0,0,0,0,0,0.200351749,0,0,0,0,0,0,0,0,0,0.462726029,0,0,0.116794036,0,0,0,0,0,0,0,0,0.211951594,0,0,0,0,0.227618506,0
Trophoblastic Neoplasms,0,0.295221551,0,0.072342881,0,0.294186289,0,0,0,0,0,0.108324131,0.307292109,0.06252877,0.119959855,0.115941848,0.118638571,0.165520444,0.212456125,0.132977206,0.057768693,0.074891135,0.109771771,0,0.106022241,0.075552584,0.062524106,0.072331466,0,0,0,0,0.068937022,0.115411486,0.158052688,0.0723301,0.135053778,0.193340692,0.072342881,0.061660934,0.06252877,0.077972922,0.113873609,0,0,0,0.161417235,0,0.175269549,0,0,0,0,0.08248513,0,0,0,0.314681268,0,0.137314501,0.134610849,0,0.14813582,0,0,0.081978116,0,0,0.148091871,0.245753745,0,0,0,0,0,0,0,0.18016163,0.235399202,0.450026181,0,0.119959855,0.134297805,0,0,0.171911696,0.122216079,0,0.759391776,0.724952883,0,0.600916211,0.857208217,0.251559255,0,0.070396487,0.089421995,0,0.173599471,0,0.251559255,0,0.268388972,0.066260051,0,0.215845812,0,1,0.19305537,0,0,0,0,0,0.193340692,0.089421995,0,0.151841794,0,0.159524966,0,0.123892801,0.137278052,0.238232441,0.158923516,0,0,0,0,0,0,0.15662042,0,0,0,0,0,0.238232441,0,0,0.119895989,0,0.052424585,0.198008683,0.196212007,0,0.166246265,0.171911696,0.156259495,0,0,0.053859798,0.238232441,0.175269549,0,0.039420011,0.041501247
Wilms Tumor,0,0.192783763,0,0.095423659,0,0.124417549,0,0,0.088627714,0,0,0.208186167,0.1422424,0.073130403,0.420946841,0.125990261,0.128721685,0.122743152,0.130354632,0.140189829,0.073709059,0.097918024,0.164204794,0,0.176295359,0.10970673,0.078287739,0.095413493,0,0.094242742,0,0,0.193261456,0.187862121,0.537677683,0.20178471,0.133013255,0.137404893,0.095423659,0.072373679,0.073130403,0.112385597,0.168682062,0,0,0,0.120471093,0,0.128023894,0,0,0,0,0.106346328,0,0,0,0.219002574,0,0.12968351,0.313664872,0,0.109177831,0,0,0.11673685,0,0,0.109153957,0.104366728,0,0,0,0,0.081817597,0,0,0.1368808,0.177416936,0.167992797,0,0.679441376,0.189737734,0,0,0.126220586,0.123242753,0.134747365,0.13862868,0.141432145,0.055254223,0.219002574,0.160470024,0.102963979,0.091137144,0.152783197,0.124547177,0,0.162656666,0.054584382,0.102963979,0,0.105257462,0.099034193,0.103485672,0.040638222,0.112196423,0.19305537,1,0,0,0,0.050890589,0,0.137404893,0.124547177,0,0.115056464,0.036227922,0.175512913,0,0.224238413,0.11062509,0.167992797,0.215202558,0,0,0,0.067606883,0,0,0.117779973,0,0,0,0,0,0.167992797,0.117090468,0,0.093028164,0.039725079,0.270388219,0.14694163,0.145951671,0,0.118710527,0.126220586,0.113528991,0,0.118783019,0.238920196,0.317341991,0.128023894,0,0.153045144,0.174487261
Diabetic Cardiomyopathies,0,0,0.24297397,0,0,0,0.394436394,0,0,0,0,0.068862235,0,0,0,0,0.057984785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072016338,0,0,0,0,0,0,0,0,0.081618504,0,0.066687014,0,0.062533007,0,0.075847902,0,0.273701488,0.144162608,0.206463934,0.352170325,0,0.066562226,0,0,0,0.206463934,0,0,0.068928477,0,0.07392726,0.261853096,0.085887985,0.113680902,0,0,0,0,0,0,0,0.143842664,0,0,0,0,0,0,0,0,0,0,0,0.048607633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069178951,0,0,0,0,0,1,0,0,0.242927217,0,0,0,0,0,0,0,0.225651456,0,0.047994334,0,0.052427315,0,0,0,0,0,0.335931382,0,0,0,0,0,0,0,0,0,0,0,0.339984543,0,0,0,0,0,0,0,0,0,0,0,0,0.057885354,0
"Colitis, Ulcerative",0,0,0,0.138711944,0,0,0,0,0,0,0,0,0,0,0,0.084724957,0,0,0,0.047962685,0.311494702,0,0,0,0,0.124451494,0,0,0,0,0,0,0,0,0,0,0,0,0.053073919,0.285862637,0,0.066790266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092834158,0,0,0,0,0,0,0.060951239,0,0,0,0,0,0.076358017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.199566362,0,0.131781292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pneumoconiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15149613,0,0,0,0,0,0,0,0.238558271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15149613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22182513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178802383,0,0,0,0,0,0,0,0,0,0,0
"Heart Defects, Congenital",0,0,0.309932548,0,0,0,0.268253199,0,0.04434623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045191054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094831881,0,0.088673132,0,0.102239912,0,0.323853881,0.203372646,0.278747691,0,0,0.089262281,0,0,0,0.278747691,0,0.051160243,0.092556669,0,0.099545362,0,0,0.146331781,0,0,0,0,0,0,0,0.482592876,0,0,0,0,0,0,0,0,0,0,0,0,0.193809388,0,0,0.074270595,0,0,0,0.046026213,0,0,0,0,0.215006538,0,0,0,0,0.135106847,0,0.150345904,0,0.050890589,0.242927217,0,0,1,0,0,0,0,0,0,0,0,0,0.0637081,0,0,0,0,0,0.260919462,0,0.085685631,0,0,0,0,0,0,0,0.159266115,0,0,0.148731054,0,0,0,0,0,0,0,0,0.162407478,0,0,0,0,0.107245086,0
Parkinson Disease,0,0,0,0,0.088080986,0,0,0,0.253881802,0.343783882,0.080011751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395386515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178599525,0,0,0,0,0,0.17742541,0,0.065479157,0.239401258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062796755,0.115002396,0,0,0,0.143024076,0.052392822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.253039702,0,0,0,0,0,0,0,0,0,0,0,0.061060969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adenocarcinoma,0,0.335875462,0,0.049532348,0,0.277695668,0,0,0,0,0,0.047923255,0.16710323,0.03641352,0.046454496,0.293153354,0.468811692,0.13664327,0.189109445,0.578996513,0.035250988,0.051649756,0.093501946,0,0.038128698,0.056140193,0.038721847,0.049523355,0,0,0,0,0.05043323,0.042227728,0.531352878,0.04952139,0.619253192,0.165533134,0.049532348,0.035799907,0.03641352,0.058272435,0.097797202,0,0,0,0.132555069,0,0.520841644,0,0,0,0,0,0,0,0,0.318495287,0,0.388829152,0.110201176,0,0.114609433,0,0,0.061856748,0,0,0.114567984,0.211650135,0,0,0,0,0,0,0,0.157242644,0.222442144,0.221445973,0,0.046454496,0.120286341,0,0,0.143093229,0.550142849,0,0.128887148,0.59740269,0,0.318495287,0.155370744,0.207531551,0,0,0.068703852,0,0.150477118,0,0.207531551,0,0.108422306,0.048173875,0,0,0,0.193340692,0.137404893,0,0,0,0,0,1,0.068703852,0,0.123183165,0,0.403647517,0,0.048280677,0.114645558,0.221445973,0.342732345,0,0,0,0,0,0,0.127832631,0,0,0,0,0,0.221445973,0,0,0.089041006,0,0,0.176122739,0.174190592,0,0.132163264,0.143093229,0.122366375,0,0,0,0.221445973,0.520841644,0,0,0
Gastrointestinal Neoplasms,0,0.289342406,0,0.766842352,0,0.059382236,0,0,0,0,0,0.140900881,0.068031551,0.119310186,0.140606912,0.527057963,0.125401138,0.058241041,0.111702946,0.346821167,0.58292868,0.154325239,0.251098244,0,0.121247121,0.712347976,0.122909783,0.148753049,0,0,0,0,0.14754722,0.132615176,0.107237859,0.148748703,0.122882078,0.068703852,0.386759888,0.605921982,0.119310186,0.436436947,0.261065115,0,0,0,0.056715058,0,0.061884107,0,0,0,0,0,0,0,0,0.117593756,0,0.108294588,0.06625088,0,0.051174509,0,0,0.176983803,0,0,0.051158418,0.047993082,0,0,0,0,0,0,0,0.064478663,0.086351449,0.086733877,0,0.140606912,0.311365834,0.147109616,0,0.06062617,0.110627683,0,0.061560946,0.061108557,0.093163578,0.117593756,0.072920692,0.04828439,0,0,0.504355412,0,0.133388993,0,0.04828439,0,0.049872531,0.141567481,0,0,0,0.089421995,0.124547177,0,0.199566362,0,0,0,0.068703852,1,0,0.638013781,0,0.182517451,0,0.145469497,0.048522759,0.086733877,0.113050974,0,0,0,0,0,0,0.054937058,0,0,0,0,0,0.086733877,0,0,0.040951692,0,0,0.071237405,0.070553953,0,0.057854315,0.06062617,0.054158778,0,0,0,0.086733877,0.061884107,0,0,0
"Arthritis, Rheumatoid",0.067586216,0,0,0,0.183599969,0,0,0,0,0,0.085918143,0,0,0,0,0,0,0,0,0,0,0,0.061312261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065632792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061269235,0,0.159079392,0.07203564,0,0,0.048347108,0,0,0.071861844,0.073988166,0,0.417577382,0,0,0,0.527628893,0.062056462,0,0,0,0,0,0,0,0,0,0,0,0.059737351,0,0,0,0,0,0,0,0,0.064026106,0,0,0,0,0,0,0,0,0,1,0,0,0,0.238897469,0,0.05630621,0,0,0,0,0,0,0,0,0,0,0,0.09672874,0,0,0,0,0.070202317,0.04708532,0,0,0.066924337,0.077466029,0.059603463,0,0.062056462,0,0,0.052836187,0,0,0,0,0,0.242626637
Gastrointestinal Stromal Tumors,0,0.225865568,0,0.467103885,0,0.10829265,0,0,0,0,0,0.039811029,0.131750959,0.02830008,0.037000817,0.350079376,0.07175511,0.347489069,0.079446839,0.232128803,0.34170541,0.040224187,0.072352524,0,0.030326201,0.430711842,0.030700251,0.038922393,0,0,0,0,0.041527987,0.032863537,0.071852015,0.038920732,0.081276863,0.123183165,0.203794684,0.335104574,0.02830008,0.244489457,0.074898021,0,0,0,0.103938306,0,0.112340376,0,0,0,0,0,0,0,0,0.231457666,0,0.08913754,0.092189506,0,0.088702429,0,0,0.048976108,0,0,0.088677598,0.083759252,0,0,0,0,0,0,0,0.125543626,0.176172579,0.163358747,0,0.037000817,0.087414781,0.104019936,0,0.110307035,0.073914377,0,0.098951066,0.102709548,0.069238615,0.231457666,0.120393735,0.07967828,0,0,0.278361952,0,0.121193095,0,0.07967828,0,0.081990331,0.039983833,0,0,0,0.151841794,0.115056464,0,0.131781292,0,0,0,0.123183165,0.638013781,0,1,0,0.102630239,0,0.038150408,0.096820928,0.163358747,0.080333019,0,0,0,0,0,0,0.101013342,0,0,0,0,0,0.163358747,0,0,0.07257246,0,0,0.137292658,0.136117648,0,0.098867838,0.110307035,0.185396713,0,0,0,0.163358747,0.112340376,0,0,0
Asthenozoospermia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061631765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134790763,0,0.041797998,0.171187729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061631765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493264,0,0,0,0,0,0,0,0,0,0,0,0,0.036227922,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063116987,0,0,0,0,0,0,0,0,0.060862536,0,0,0,0.041808796,0.041315652
Squamous Cell Carcinoma of Head and Neck,0,0.263842568,0,0.140453912,0,0.205989716,0,0,0,0,0,0.134737689,0.138256477,0.112349672,0.133149897,0.524497243,0.388075216,0.111849597,0.21544023,0.322780948,0.107447644,0.145388478,0.236207861,0,0.114780021,0.306637692,0.231086835,0.279112668,0,0,0,0,0.140802621,0.124916597,0.286643575,0.140428391,0.32619057,0.130584768,0.140453912,0.110792615,0.112349672,0.159210051,0.245006789,0,0,0,0.109082881,0,0.366036315,0,0,0,0,0,0,0,0,0.246904071,0,0.435837161,0.095560075,0,0.09323961,0,0,0.332644705,0,0,0.093212031,0.155126002,0,0,0,0,0,0,0,0.131415536,0.184868775,0.173625601,0,0.133149897,0.573975618,0,0,0.11615127,0.295257804,0,0.104217951,0.263168304,0,0.246904071,0.126699069,0.145209903,0,0,0.182517451,0,0.194407368,0,0.145209903,0,0.086493508,0.135347106,0,0,0,0.159524966,0.175512913,0,0,0,0,0,0.403647517,0.182517451,0,0.102630239,0,1,0,0.137502415,0.100198241,0.173625601,0.324771468,0,0,0,0,0,0,0.105852104,0,0,0,0,0,0.173625601,0,0,0.075506857,0,0,0.144393172,0.143089334,0,0.104603609,0.11615127,0.098338937,0,0,0,0.173625601,0.607066294,0,0,0
"Diabetes Mellitus, Type 1",0.074371575,0,0,0,0.20651128,0,0,0,0,0,0,0.081839183,0,0,0,0,0.072449199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085465145,0,0,0,0,0,0,0,0,0.096440176,0,0,0,0,0.073200075,0,0,0,0,0,0.700184777,0,0,0,0,0,0,0,0,0,0,0,0.547135906,0.101289066,0,0,0.068675324,0,0,0.12115852,0,0,0.052950116,0,0,0.079581721,0.082197745,0,0.48346172,0,0,0,0,0.069665909,0.063796475,0,0,0,0.179378351,0,0,0,0.115318406,0,0,0.064977028,0,0,0,0.048559782,0,0.082203749,0.030936077,0,0,0,0,0.225651456,0,0,0,0,0,0,0.238897469,0,0,0,1,0,0.060937935,0,0.06572023,0,0.09029413,0,0,0,0.179996129,0,0,0,0.105401691,0.28999917,0,0,0,0,0.051713799,0,0.213861455,0.074810266,0.086512725,0.065778661,0,0.069665909,0,0,0,0,0,0,0,0.072328058,0.270310002
